PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,group_num,ppl_num,max_num,ticket_Earth55 Cancri e,ticket_EarthPSO J318.5-22,ticket_EarthTRAPPIST-1e,ticket_Europa55 Cancri e,ticket_EuropaPSO J318.5-22,ticket_EuropaTRAPPIST-1e,ticket_Mars55 Cancri e,ticket_MarsPSO J318.5-22,ticket_MarsTRAPPIST-1e,cabin_row,expense,sum_expense,cabin_class_A,cabin_class_B,cabin_class_C,cabin_class_D,cabin_class_E,cabin_class_F,cabin_class_G,cabin_class_T,cabin_side_P,cabin_side_S
0009_01,Mars,False,F/1/P,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,True,0009,01,1,False,False,False,False,False,False,False,False,True,1,1309.0,1309.0,False,False,False,False,False,True,False,False,True,False
0010_01,Earth,False,G/1/S,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False,0010,01,1,False,False,True,False,False,False,False,False,False,1,809.0,809.0,False,False,False,False,False,False,True,False,False,True
0011_01,Earth,False,F/2/P,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True,0011,01,1,False,False,True,False,False,False,False,False,False,2,1003.0,1003.0,False,False,False,False,False,True,False,False,True,False
0012_01,Earth,False,,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False,0012,01,1,False,False,True,False,False,False,False,False,False,3,908.0,908.0,False,False,False,False,False,True,False,False,True,False
0014_01,Mars,False,F/3/P,55 Cancri e,27.0,False,1286.0,122.0,0.0,0.0,0.0,Flats Eccle,False,0014,01,1,False,False,False,False,False,False,True,False,False,3,1408.0,1408.0,False,False,False,False,False,True,False,False,True,False
0015_01,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,0015,01,1,True,False,False,False,False,False,False,False,False,4,638.0,638.0,False,False,False,False,False,True,False,False,True,False
0016_01,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,0016,01,1,False,False,False,False,False,False,False,False,True,5,0.0,0.0,False,False,False,False,False,True,False,False,True,False
0017_01,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,0017,01,2,False,False,True,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0017_02,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,0017,02,2,True,False,False,False,False,False,False,False,False,6,1092.0,1092.0,False,False,False,False,False,True,False,False,True,False
0020_01,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,0020,01,6,False,False,True,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0020_02,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,0020,02,6,True,False,False,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0020_03,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False,0020,03,6,True,False,False,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,0020,04,6,False,False,True,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False,0020,05,6,False,True,False,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,0020,06,6,False,False,True,False,False,False,False,False,False,0,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,False,0022,01,1,False,False,False,False,False,False,False,False,True,0,1051.0,1051.0,False,False,False,True,False,False,False,False,True,False
0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True,0024,01,1,False,False,False,False,False,True,False,False,False,2,0.0,0.0,False,False,True,False,False,False,False,False,False,True
0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,0025,01,1,False,False,True,False,False,False,False,False,False,6,1223.0,1223.0,False,False,False,False,False,True,False,False,False,True
0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,0026,01,1,False,False,False,True,False,False,False,False,False,0,7861.0,7861.0,False,False,True,False,False,False,False,False,True,False
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,0028,01,1,False,False,False,False,False,False,False,False,True,8,1309.0,1309.0,False,False,False,False,False,True,False,False,True,False
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,0030,01,1,False,False,True,False,False,False,False,False,False,4,1821.0,1821.0,False,False,False,False,False,False,True,False,False,True
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,0031,01,3,False,False,False,False,False,False,False,False,True,9,2854.0,2854.0,False,False,False,False,False,True,False,False,True,False
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,0031,02,3,False,False,False,False,False,False,False,False,True,9,0.0,0.0,False,False,False,False,False,True,False,False,True,False
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,True,0031,03,3,False,False,False,False,False,False,False,False,True,9,2740.0,2740.0,False,False,False,False,False,True,False,False,True,False
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,0034,01,1,False,False,False,True,False,False,False,False,False,1,0.0,0.0,False,False,False,True,False,False,False,False,False,True
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,0035,01,1,False,False,False,False,False,False,True,False,False,1,2699.0,2699.0,False,False,False,True,False,False,False,False,True,False
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,0036,01,1,True,False,False,False,False,False,False,False,False,8,961.0,961.0,False,False,False,False,False,True,False,False,False,True
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,0038,01,1,True,False,False,False,False,False,False,False,False,10,3355.0,3355.0,False,False,False,False,False,True,False,False,False,True
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,0039,01,1,True,False,False,False,False,False,False,False,False,1,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,0041,01,1,False,False,True,False,False,False,False,False,False,2,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,0043,01,1,False,False,False,False,False,True,False,False,False,3,3575.0,3575.0,False,True,False,False,False,False,False,False,True,False
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,0044,01,3,False,False,True,False,False,False,False,False,False,3,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,0044,02,3,True,False,False,False,False,False,False,False,False,3,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,0044,03,3,False,True,False,False,False,False,False,False,False,3,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,0045,01,2,False,False,False,False,False,False,False,False,True,10,1214.0,1214.0,False,False,False,False,False,True,False,False,True,False
0045_02,Mars,True,F/10/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,0045,02,2,False,False,False,False,False,False,False,False,True,10,0.0,0.0,False,False,False,False,False,True,False,False,True,False
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,0.0,0.0,Sony Lancis,False,0050,01,1,True,False,False,False,False,False,False,False,False,1,790.0,790.0,False,False,False,False,True,False,False,False,False,True
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,0051,01,1,False,False,True,False,False,False,False,False,False,2,1618.0,1618.0,False,False,False,False,True,False,False,False,False,True
0052_01,Earth,False,G/6/S,TRAPPIST-1e,23.0,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,0052,01,1,False,False,True,False,False,False,False,False,False,6,4689.0,4689.0,False,False,False,False,False,False,True,False,False,True
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,0053,01,1,False,False,True,False,False,False,False,False,False,11,1939.0,1939.0,False,False,False,False,False,True,False,False,False,True
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0056,01,3,False,False,False,False,False,True,False,False,False,1,0.0,0.0,True,False,False,False,False,False,False,False,False,True
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0056,02,3,False,False,False,False,False,True,False,False,False,1,0.0,0.0,True,False,False,False,False,False,False,False,False,True
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,0056,03,3,False,False,False,False,False,True,False,False,False,1,4547.0,4547.0,True,False,False,False,False,False,False,False,False,True
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0058,01,1,False,True,False,False,False,False,False,False,False,7,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,0061,01,1,False,False,True,False,False,False,False,False,False,12,2667.0,2667.0,False,False,False,False,False,True,False,False,False,True
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,0062,01,1,False,False,True,False,False,False,False,False,False,13,634.0,634.0,False,False,False,False,False,True,False,False,False,True
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,0064,01,2,False,False,False,False,False,False,False,False,True,14,0.0,0.0,False,False,False,False,False,True,False,False,False,True
0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,0064,02,2,False,False,False,False,False,False,False,False,True,3,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,0066,01,1,False,False,True,False,False,False,False,False,False,6,811.0,811.0,False,False,False,False,False,False,True,False,True,False
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0067,01,3,False,True,False,False,False,False,False,False,False,10,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,0067,02,3,False,False,True,False,False,False,False,False,False,10,705.0,705.0,False,False,False,False,False,False,True,False,False,True
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,0067,03,3,True,False,False,False,False,False,False,False,False,15,2007.0,2007.0,False,False,False,False,False,True,False,False,False,True
0068_01,Mars,False,E/4/S,TRAPPIST-1e,18.0,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,0068,01,1,False,False,False,False,False,False,False,False,True,4,1048.0,1048.0,False,False,False,False,True,False,False,False,False,True
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,True,0069,01,1,False,False,True,False,False,False,False,False,False,16,902.0,902.0,False,False,False,False,False,True,False,False,False,True
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,0070,01,1,False,False,True,False,False,False,False,False,False,13,922.0,922.0,False,False,False,False,False,True,False,False,True,False
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,0071,01,1,False,False,True,False,False,False,False,False,False,14,2233.0,2233.0,False,False,False,False,False,True,False,False,True,False
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,0072,01,1,False,False,True,False,False,False,False,False,False,17,1064.0,1064.0,False,False,False,False,False,True,False,False,False,True
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,0073,01,1,False,False,False,False,False,False,False,True,False,3,879.0,879.0,False,False,False,True,False,False,False,False,True,False
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,0074,01,1,False,False,False,False,False,True,False,False,False,3,8904.0,8904.0,False,False,True,False,False,False,False,False,False,True
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,0076,01,1,False,False,False,False,False,False,False,False,True,18,1165.0,1165.0,False,False,False,False,False,True,False,False,False,True
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,0077,01,1,False,False,False,False,False,False,False,False,True,15,1309.0,1309.0,False,False,False,False,False,True,False,False,True,False
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,0078,01,1,False,False,False,False,False,True,False,False,False,4,15815.0,15815.0,False,False,True,False,False,False,False,False,False,True
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0081,01,1,False,False,True,False,False,False,False,False,False,13,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,0082,01,3,False,False,False,False,False,False,False,False,True,16,7406.0,7406.0,False,False,False,False,False,True,False,False,True,False
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,0082,02,3,False,False,False,False,False,False,False,False,True,16,0.0,0.0,False,False,False,False,False,True,False,False,True,False
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,True,0082,03,3,False,False,False,False,False,False,False,False,True,16,0.0,0.0,False,False,False,False,False,True,False,False,True,False
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,0084,01,1,False,False,True,False,False,False,False,False,False,14,705.0,705.0,False,False,False,False,False,False,True,False,False,True
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,0085,01,1,False,False,False,False,False,True,False,False,False,5,0.0,0.0,False,False,True,False,False,False,False,False,False,True
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,0086,01,1,False,False,True,False,False,False,False,False,False,17,1362.0,1362.0,False,False,False,False,False,True,False,False,True,False
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,0088,01,1,False,False,False,False,False,False,False,True,False,5,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,0090,01,1,False,False,True,False,False,False,False,False,False,15,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,0091,01,2,False,False,True,False,False,False,False,False,False,16,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,0091,02,2,False,False,True,False,False,False,False,False,False,20,917.0,917.0,False,False,False,False,False,True,False,False,False,True
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,0092,01,3,False,False,True,False,False,False,False,False,False,9,705.0,705.0,False,False,False,False,False,False,True,False,True,False
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,0092,02,3,False,False,True,False,False,False,False,False,False,9,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,0092,03,3,False,False,True,False,False,False,False,False,False,9,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,0097,01,1,False,False,False,False,False,True,False,False,False,2,1848.0,1848.0,True,False,False,False,False,False,False,False,False,True
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,0098,01,2,False,False,True,False,False,False,False,False,False,11,893.0,893.0,False,False,False,False,False,False,True,False,True,False
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,0098,02,2,False,False,True,False,False,False,False,False,False,11,3855.0,3855.0,False,False,False,False,False,False,True,False,True,False
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,0099,01,2,False,True,False,False,False,False,False,False,False,19,1301.0,1301.0,False,False,False,False,False,True,False,False,True,False
0099_02,Earth,True,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,0099,02,2,False,False,True,False,False,False,False,False,False,12,0.0,0.0,False,False,False,False,False,False,True,False,True,False
0101_01,Mars,True,,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,0101,01,1,False,False,False,False,False,False,False,False,True,23,0.0,0.0,False,False,False,False,False,True,False,False,False,True
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,0102,01,1,False,False,True,False,False,False,False,False,False,23,921.0,921.0,False,False,False,False,False,True,False,False,False,True
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,True,0103,01,3,False,False,True,False,False,False,False,False,False,24,17.0,17.0,False,False,False,False,False,True,False,False,False,True
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,0103,02,3,True,False,False,False,False,False,False,False,False,18,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,0103,03,3,False,False,True,False,False,False,False,False,False,18,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,0105,01,1,False,False,True,False,False,False,False,False,False,21,703.0,703.0,False,False,False,False,False,True,False,False,True,False
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,0107,01,1,False,False,False,False,False,False,False,False,True,2,1765.0,1765.0,False,False,False,True,False,False,False,False,False,True
0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,0108,01,3,False,False,True,False,False,False,False,False,False,19,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,,False,0108,02,3,False,False,True,False,False,False,False,False,False,19,888.0,888.0,False,False,False,False,False,False,True,False,False,True
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,0108,03,3,False,False,True,False,False,False,False,False,False,19,0.0,0.0,False,False,False,False,False,False,True,False,False,True
0110_01,Europa,False,,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,0110,01,4,False,False,False,False,False,True,False,False,False,5,5109.0,5109.0,False,True,False,False,False,False,False,False,True,False
0110_02,Europa,False,B/5/P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,0110,02,4,False,False,False,False,False,True,False,False,False,5,2018.0,2018.0,False,True,False,False,False,False,False,False,True,False
0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,0110,03,4,False,False,False,False,False,True,False,False,False,5,15940.0,15940.0,False,True,False,False,False,False,False,False,True,False
0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,0110,04,4,False,False,False,False,False,True,False,False,False,5,0.0,0.0,False,True,False,False,False,False,False,False,True,False
0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,0111,01,1,False,False,False,False,False,True,False,False,False,6,0.0,0.0,False,False,False,False,True,False,False,False,False,True
0112_01,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,0112,01,1,False,False,False,True,False,False,False,False,False,1,2654.0,2654.0,False,True,False,False,False,False,False,False,False,True
0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,0113,01,1,False,False,True,False,False,False,False,False,False,23,804.0,804.0,False,False,False,False,False,True,False,False,True,False
